index,I_float,Q_float
1011,0.375732,0.92627
1012,0.918457,-0.388184
1013,0.374512,0.928223
1014,0.919434,0.381592
1015,-0.394775,0.914062
1016,0.37793,-0.928223
1017,-0.379639,0.927246
1018,-0.942383,0.383789
1019,0.92627,0.386963
1020,0.932617,-0.373779
1021,0.936035,-0.380615
1022,-0.930664,-0.37915
1023,-0.935059,-0.375732
1024,0.38916,-0.916016
1025,-0.9375,-0.38501
1026,0.932129,-0.384033
1027,0.915527,0.38501
1028,-0.383545,0.920898
1029,0.916992,0.387207
1030,-0.930176,0.376221
1031,0.926758,0.371338
1032,-0.388672,0.922852
1033,0.37915,0.925781
1034,0.374756,-0.931152
1035,-0.386963,0.922363
1036,0.394775,-0.92334
1037,-0.935059,0.385742
1038,-0.397705,0.924805
1039,-0.926758,-0.390625
1040,0.373047,0.933105
1041,-0.391113,-0.93457
1042,0.930664,0.383545
1043,0.38916,-0.922852
1044,-0.390137,-0.919922
1045,0.381348,0.928223
1046,-0.920898,0.388184
1047,-0.385742,-0.929688
1048,-0.389648,-0.925293
1049,0.383057,0.927246
1050,0.380615,0.916992
1051,0.394043,0.927246
1052,0.386963,-0.92334
1053,-0.378906,-0.932129
1054,-0.92627,-0.385986
1055,0.384521,-0.924805
1056,0.381348,0.922852
1057,-0.382812,0.936035
1058,0.928711,0.36792
1059,-0.382568,-0.940918
1060,0.924316,-0.384521
1061,0.387451,0.914551
1062,-0.376465,0.923828
1063,-0.385742,0.918457
1064,-0.919434,0.380615
